flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
2658,MFX,DEX,9/3/2022,60983,Zatar chicken,C,10,0
2141,MIX,IAX,9/7/2022,60983,Zatar chicken,C,12,10
1957,EWX,SLX,9/9/2022,60987,Impossible Meatball Bowl,V,7,4
2617,LAX,IAX,9/16/2022,58766,Gingerbread French Toast,FT,1,0
2230,IAX,DEX,9/20/2022,58563,Tomato and kale baked egg,E,1,0
1094,DEX,LAX,9/25/2022,58563,Tomato and kale baked egg,E,2,0
2607,LAX,IAX,9/25/2022,60983,Zatar chicken,C,7,6
5587,IAX,MKX,9/28/2022,57994,Classic selection cheese tray,O,10,10
1463,SEX,DEX,9/6/2022,58981,Scrambled eggs,O,10,9
404,DEX,LAX,9/7/2022,60983,Zatar chicken,C,11,0
1083,LAX,EWX,9/9/2022,53014,Thai chicken,C,31,7
1220,LAX,OGX,9/17/2022,53014,Thai chicken,C,9,9
5273,BNX,DEX,9/26/2022,57994,Classic selection cheese tray,O,12,0
708,IAX,SJX,9/2/2022,58766,Gingerbread French Toast,FT,1,0
2380,SEX,IAX,9/6/2022,61530,Impossible Meatball Bowl,V,5,1
1012,DEX,ORX,9/8/2022,60987,Impossible Meatball Bowl,V,6,6
2277,IAX,LAX,9/10/2022,60983,Zatar chicken,C,12,11
2359,IAX,SAX,9/11/2022,58766,Gingerbread French Toast,FT,2,1
745,DEX,SBX,9/12/2022,61530,Impossible Meatball Bowl,V,5,0
2308,DEX,LIX,9/13/2022,58490,Teriyaki chicken,B,10,10
1250,EWX,PHX,9/17/2022,60987,Impossible Meatball Bowl,V,6,6
1039,CMX,SFX,9/18/2022,58981,Scrambled eggs,O,8,0
723,ORX,FLX,9/15/2022,58272,Horchata steel cut oatmeal,OM,8,4
1179,TPX,SFX,9/15/2022,60983,Zatar chicken,C,11,11
366,CMX,DEX,9/15/2022,61529,Zatar chicken,C,7,6
2188,SFX,BOX,9/17/2022,58981,Scrambled eggs,O,10,0
1591,EWX,IAX,9/20/2022,60983,Zatar chicken,C,8,7
2478,EWX,SMX,9/20/2022,61360,Brioche cheeseburger,B,7,7
2626,DFX,ORX,9/20/2022,61530,Impossible Meatball Bowl,V,5,3
723,ORX,FLX,9/27/2022,58019,Belgium waffle,WF,7,0
1589,FLX,ORX,9/27/2022,60983,Zatar chicken,C,12,0
1835,DFX,EWX,9/9/2022,61530,Impossible Meatball Bowl,V,5,4
2324,ORX,MCX,9/10/2022,61524,Scrambled eggs,O,7,0
2116,DEX,RNX,9/12/2022,60987,Impossible Meatball Bowl,V,6,3
1977,IAX,SAX,9/13/2022,60987,Impossible Meatball Bowl,V,14,6
1799,IAX,PHX,9/14/2022,61360,Brioche cheeseburger,B,2,2
514,DEX,PHX,9/15/2022,58563,Tomato and kale baked egg,E,3,0
2253,MEX,EWX,9/18/2022,58109,Chicken breast entree,C,7,6
2403,LGX,DEX,9/20/2022,60983,Zatar chicken,C,10,0
355,RSX,ORX,9/21/2022,60983,Zatar chicken,C,24,0
2308,DEX,LIX,9/23/2022,57751,Grilled chicken,C,6,6
1242,LAX,DEX,9/7/2022,60983,Zatar chicken,C,7,4
632,IAX,BWX,9/7/2022,58272,Horchata steel cut oatmeal,OM,2,1
1022,EWX,PTX,9/14/2022,60987,Impossible Meatball Bowl,V,7,7
2452,SAX,SFX,9/17/2022,58019,Belgium waffle,WF,8,7
2032,IAX,RNX,9/22/2022,61529,Zatar chicken,C,5,0
1759,DEX,KOX,9/22/2022,58490,Teriyaki chicken,B,10,10
2067,ORX,SAX,9/10/2022,58019,Belgium waffle,WF,7,3
1021,IAX,CUX,9/12/2022,60987,Impossible Meatball Bowl,V,8,0
633,IAX,LAX,9/14/2022,60549,Vegetarian chili and polenta cake,V,2,2
1237,EWX,PHX,9/15/2022,58272,Horchata steel cut oatmeal,OM,1,0
2186,SMX,EWX,9/18/2022,60983,Zatar chicken,C,24,0
5562,GEX,DEX,9/20/2022,57994,Classic selection cheese tray,O,5,3
1620,IAX,CUX,9/22/2022,58019,Belgium waffle,WF,7,7
1197,CUX,ORX,9/24/2022,58110,Vegetarian entree,V,8,3
2368,PIX,SFX,9/26/2022,58574,Belgium waffle,WF,5,0
2317,ORX,SAX,9/27/2022,61360,Brioche cheeseburger,B,1,1
2172,GRX,DEX,9/30/2022,60983,Zatar chicken,C,24,22
1955,SFX,DCX,9/1/2022,58019,Belgium waffle,WF,7,2
692,ORX,DEX,9/1/2022,58019,Belgium waffle,WF,12,0
1028,EWX,IAX,9/5/2022,60983,Zatar chicken,C,11,7
2271,DEX,SMX,9/5/2022,58764,Mediterranean Falafel Bowl,V,2,0
2237,SFX,BOX,9/6/2022,60983,Zatar chicken,C,8,5
1170,ORX,COX,9/8/2022,58574,Belgium waffle,WF,7,6
2146,ORX,PWX,9/12/2022,61360,Brioche cheeseburger,B,1,0
2421,IAX,ORX,9/25/2022,61360,Brioche cheeseburger,B,2,1
2270,DEX,RDX,9/28/2022,58766,Gingerbread French Toast,FT,1,0
2295,EWX,LAX,9/28/2022,60983,Zatar chicken,C,8,8
1063,LAX,ORX,9/30/2022,60987,Impossible Meatball Bowl,V,8,4
2172,GRX,DEX,9/23/2022,60983,Zatar chicken,C,12,0
1131,SAX,IAX,9/28/2022,58110,Vegetarian entree,V,8,3
1190,ABX,ORX,9/30/2022,61529,Zatar chicken,C,7,7
2070,IAX,IAX,9/14/2022,60987,Impossible Meatball Bowl,V,5,5
1806,LAX,EWX,9/17/2022,60987,Impossible Meatball Bowl,V,6,8
1468,DEX,EWX,9/19/2022,60983,Zatar chicken,C,10,0
1899,DEX,ORX,9/20/2022,60983,Zatar chicken,C,19,19
2154,DEX,SNX,9/25/2022,61530,Impossible Meatball Bowl,V,3,0
2218,IAX,MIX,9/26/2022,61360,Brioche cheeseburger,B,3,3
1419,DEX,MIX,9/30/2022,58981,Scrambled eggs,O,8,0
1155,IAX,CUX,9/8/2022,58981,Scrambled eggs,O,9,9
1888,DEX,BDX,9/9/2022,60549,Vegetarian chili and polenta cake,V,1,0
1507,SFX,ORX,9/10/2022,60987,Impossible Meatball Bowl,V,6,0
185,MNX,GUX,9/14/2022,41758,Grilled beef tenderloin,P,10,10
2270,DEX,RDX,9/25/2022,58766,Gingerbread French Toast,FT,2,0
2359,IAX,SAX,9/26/2022,58766,Gingerbread French Toast,FT,2,0
1518,EWX,FLX,9/26/2022,58981,Scrambled eggs,O,18,0
1229,IAX,DEX,9/17/2022,58981,Scrambled eggs,O,14,0
330,DEX,BNX,9/19/2022,60549,Vegetarian chili and polenta cake,V,1,0
1046,DEX,IAX,9/20/2022,58563,Tomato and kale baked egg,E,2,0
709,DEX,SFX,9/21/2022,61529,Zatar chicken,C,7,6
1530,SFX,SAX,9/24/2022,60549,Vegetarian chili and polenta cake,V,1,0
1755,IAX,DTX,9/29/2022,60987,Impossible Meatball Bowl,V,3,5
1845,IAX,IAX,9/25/2022,60987,Impossible Meatball Bowl,V,4,1
2413,SMX,DEX,9/25/2022,60987,Impossible Meatball Bowl,V,6,3
516,JFX,LAX,9/27/2022,58488,Tapas,O2,8,8
6020,IAX,BDX,9/28/2022,57994,Classic selection cheese tray,O,5,5
495,SNX,EWX,9/28/2022,53154,Vegetarian entree,VG,1,0
2277,IAX,LAX,9/19/2022,60983,Zatar chicken,C,10,10
1940,EWX,PBX,9/21/2022,58766,Gingerbread French Toast,FT,1,0
1281,IAX,SJX,9/21/2022,60983,Zatar chicken,C,7,6
2391,ORX,ANX,9/3/2022,58563,Tomato and kale baked egg,E,2,0
1232,HNX,LAX,9/2/2022,53166,Vegetarian entree,VG,1,1
2046,SFX,DEX,9/3/2022,58019,Belgium waffle,WF,14,9
2341,ORX,MCX,9/20/2022,60549,Vegetarian chili and polenta cake,V,1,0
2427,IAX,BOX,9/23/2022,58574,Belgium waffle,WF,4,0
1894,IAX,SFX,9/23/2022,60987,Impossible Meatball Bowl,V,5,0
557,DEX,MFX,9/8/2022,61360,Brioche cheeseburger,B,3,0
2317,ORX,SAX,9/21/2022,61529,Zatar chicken,C,6,6
1688,DEX,MSX,9/1/2022,61530,Impossible Meatball Bowl,V,2,2
265,SAX,DEX,9/18/2022,61529,Zatar chicken,C,7,0
680,EWX,LAX,9/12/2022,53154,Vegetarian entree,VG,1,1
2474,LAX,EWX,9/15/2022,56490,Kosher Meal,KS,2,0
1938,DFX,ORX,9/23/2022,61530,Impossible Meatball Bowl,V,5,0
2630,LGX,IAX,9/24/2022,58574,Belgium waffle,WF,6,2
724,ORX,PHX,9/6/2022,60983,Zatar chicken,C,11,0
2351,SAX,ORX,9/12/2022,61524,Scrambled eggs,O,6,6
2210,PBX,EWX,9/27/2022,60987,Impossible Meatball Bowl,V,12,8
1808,PBX,EWX,9/26/2022,60987,Impossible Meatball Bowl,V,6,0
1900,IAX,ORX,9/15/2022,61529,Zatar chicken,C,6,1
1498,SFX,IAX,9/17/2022,60983,Zatar chicken,C,11,0
781,IAX,LAX,9/24/2022,60983,Zatar chicken,C,11,0
1979,DEX,CVX,9/20/2022,58766,Gingerbread French Toast,FT,1,1
607,EWX,MCX,9/20/2022,60987,Impossible Meatball Bowl,V,6,0
375,EWX,PBX,9/1/2022,61360,Brioche cheeseburger,B,6,6
529,ORX,SFX,9/2/2022,61360,Brioche cheeseburger,B,2,0
1712,SFX,CLX,9/4/2022,60987,Impossible Meatball Bowl,V,4,1
1692,CUX,DEX,9/4/2022,58110,Vegetarian entree,V,8,8
565,BOX,ORX,9/5/2022,60987,Impossible Meatball Bowl,V,16,10
1591,ORX,LAX,9/5/2022,61529,Zatar chicken,C,5,3
2470,RSX,IAX,9/8/2022,61530,Impossible Meatball Bowl,V,5,3
1946,MSX,DEX,9/9/2022,60987,Impossible Meatball Bowl,V,6,0
2162,ORX,IAX,9/9/2022,60983,Zatar chicken,C,17,13
2498,SEX,ORX,9/12/2022,60987,Impossible Meatball Bowl,V,8,2
2662,ORX,BZX,9/13/2022,58574,Belgium waffle,WF,3,2
1112,SFX,LIX,9/19/2022,58563,Tomato and kale baked egg,E,2,0
222,SFX,MCX,9/19/2022,60983,Zatar chicken,C,22,10
691,DEX,SEX,9/23/2022,60987,Impossible Meatball Bowl,V,6,6
503,DEX,SEX,9/3/2022,61530,Impossible Meatball Bowl,V,2,2
339,MKX,DEX,9/4/2022,60987,Impossible Meatball Bowl,V,12,0
239,DEX,YVX,9/4/2022,61530,Impossible Meatball Bowl,V,5,5
651,ORX,EUX,9/4/2022,58764,Mediterranean Falafel Bowl,V,1,0
1798,IAX,YVX,9/7/2022,58272,Horchata steel cut oatmeal,OM,1,0
1277,LAX,CUX,9/8/2022,58981,Scrambled eggs,O,22,20
2396,PDX,DEX,9/10/2022,60983,Zatar chicken,C,10,10
1082,DEX,SMX,9/1/2022,58981,Scrambled eggs,O,8,7
1422,DEX,SAX,9/1/2022,58764,Mediterranean Falafel Bowl,FB,1,0
243,DEX,PDX,9/5/2022,58766,Gingerbread French Toast,FT,3,0
1556,IAX,SEX,9/7/2022,58272,Horchata steel cut oatmeal,OM,4,0
503,DEX,SEX,9/7/2022,60983,Zatar chicken,C,18,7
2621,EWX,PBX,9/9/2022,58563,Tomato and kale baked egg,E,1,0
2236,SFX,MSX,9/10/2022,58272,Horchata steel cut oatmeal,OM,1,0
2170,ORX,SFX,9/11/2022,60983,Zatar chicken,C,58,28
794,DEX,MKX,9/2/2022,61360,Brioche cheeseburger,B,3,0
1804,DEX,SDX,9/2/2022,60549,Vegetarian chili and polenta cake,V,1,0
438,DEX,SJX,9/3/2022,60983,Zatar chicken,C,11,0
2305,SAX,IAX,9/5/2022,58109,Chicken breast entree,C,16,16
2351,SAX,ORX,9/6/2022,58981,Scrambled eggs,O,10,0
2230,IAX,DEX,9/7/2022,58981,Scrambled eggs,O,27,12
2377,LAX,DEX,9/11/2022,58981,Scrambled eggs,O,8,2
352,DCX,SFX,9/3/2022,53164,Vegetarian entree,VG,2,2
1254,SAX,ORX,9/1/2022,58574,Belgium waffle,WF,6,3
243,DEX,PDX,9/2/2022,58981,Scrambled eggs,O,9,9
2212,SMX,ORX,9/2/2022,58019,Belgium waffle,WF,20,10
1854,IAX,SFX,9/2/2022,61360,Brioche cheeseburger,B,2,0
327,IAX,SEX,9/3/2022,53164,Vegetarian entree,VG,6,4
418,LAX,OGX,9/8/2022,58766,Gingerbread French Toast,FT,4,0
1049,EWX,CUX,9/15/2022,58563,Tomato and kale baked egg,E,4,2
2187,SAX,EWX,9/15/2022,56490,Kosher Meal,KS,2,2
342,IAX,MIX,9/21/2022,61530,Impossible Meatball Bowl,V,4,2
1632,ORX,IAX,9/23/2022,60983,Zatar chicken,C,28,13
2037,SJX,EWX,9/5/2022,58109,Chicken breast entree,C,12,9
1749,IAX,JAX,9/4/2022,61360,Brioche cheeseburger,B,1,0
407,DEX,LGX,9/5/2022,61360,Brioche cheeseburger,B,2,0
659,EWX,IAX,9/7/2022,58764,Mediterranean Falafel Bowl,V,1,0
2663,ORX,DEX,9/27/2022,60983,Zatar chicken,C,12,0
1245,EWX,DEX,9/27/2022,58981,Scrambled eggs,O,18,16
633,IAX,LAX,9/28/2022,61360,Brioche cheeseburger,B,3,0
2328,ORX,SFX,9/17/2022,60983,Zatar chicken,C,24,16
327,IAX,SEX,9/18/2022,60987,Impossible Meatball Bowl,V,10,7
1126,DEX,CUX,9/19/2022,58764,Mediterranean Falafel Bowl,V,2,0
1267,LAX,SAX,9/19/2022,61360,Brioche cheeseburger,B,6,0
1966,CUX,DEX,9/20/2022,58106,Savory breakfast entree,BR,16,0
2393,IAX,MIX,9/22/2022,61360,Brioche cheeseburger,B,4,0
1039,CMX,SFX,9/24/2022,58981,Scrambled eggs,O,16,8
619,IAX,TPX,9/26/2022,58981,Scrambled eggs,O,9,10
1451,EWX,PBX,9/27/2022,58764,Mediterranean Falafel Bowl,FB,1,1
1656,IAX,JAX,9/5/2022,61360,Brioche cheeseburger,B,1,0
1214,ORX,TPX,9/9/2022,58764,Mediterranean Falafel Bowl,V,4,0
1161,MBX,ORX,9/10/2022,58109,Chicken breast entree,C,20,10
2103,DFX,EWX,9/14/2022,60983,Zatar chicken,C,7,6
739,CMX,DEX,9/15/2022,58981,Scrambled eggs,O,7,0
2351,SAX,ORX,9/18/2022,58574,Belgium waffle,WF,6,5
1274,DEX,RIX,9/21/2022,61530,Impossible Meatball Bowl,V,4,3
1014,LAX,DEX,9/22/2022,61360,Brioche cheeseburger,B,4,2
1845,IAX,IAX,9/24/2022,60549,Vegetarian chili and polenta cake,V,2,0
1048,DEX,FAX,9/25/2022,61530,Impossible Meatball Bowl,V,4,3
1784,SFX,AUX,9/26/2022,58272,Horchata steel cut oatmeal,OM,3,0
1477,DEX,RIX,9/27/2022,58574,Belgium waffle,WF,5,0
2642,SAX,EWX,9/28/2022,52133,Gluten-free Meal,GF,2,0
2669,IAX,DCX,9/2/2022,61524,Scrambled eggs,O,6,5
534,TPX,EWX,9/13/2022,58981,Scrambled eggs,O,16,0
1179,TPX,SFX,9/19/2022,60987,Impossible Meatball Bowl,V,8,6
2105,DCX,DEX,9/19/2022,60983,Zatar chicken,C,10,0
1530,SFX,SAX,9/23/2022,61530,Impossible Meatball Bowl,V,4,0
1195,ORX,SEX,9/24/2022,58019,Belgium waffle,WF,8,5
226,ATX,DEX,9/27/2022,60983,Zatar chicken,C,12,12
657,ORX,BOX,9/29/2022,60987,Impossible Meatball Bowl,V,7,1
342,IAX,MIX,9/1/2022,58764,Mediterranean Falafel Bowl,FB,6,3
1813,DEX,EWX,9/2/2022,58981,Scrambled eggs,O,18,8
1272,SFX,MEX,9/13/2022,61530,Impossible Meatball Bowl,V,4,0
1765,SFX,IAX,9/14/2022,58272,Horchata steel cut oatmeal,OM,1,1
303,DEX,SEX,9/15/2022,60987,Impossible Meatball Bowl,V,12,0
292,IAX,SMX,9/16/2022,60983,Zatar chicken,C,6,0
2106,ORX,LAX,9/21/2022,58766,Gingerbread French Toast,FT,2,0
1125,DEX,SMX,9/22/2022,58272,Horchata steel cut oatmeal,OM,1,0
197,GUX,NRX,9/26/2022,40985,Braised beef top blade,B,20,7
335,EWX,DFX,9/26/2022,61360,Brioche cheeseburger,B,2,0
1581,ORX,YVX,9/4/2022,61529,Zatar chicken,C,5,5
1876,FLX,EWX,9/4/2022,60987,Impossible Meatball Bowl,V,5,0
421,IAX,PUX,9/5/2022,60987,Impossible Meatball Bowl,V,5,0
2324,ORX,MCX,9/7/2022,58766,Gingerbread French Toast,FT,1,0
1442,IAX,SAX,9/7/2022,58981,Scrambled eggs,O,16,6
1477,DEX,RIX,9/13/2022,61524,Scrambled eggs,O,5,0
2240,DEX,SFX,9/15/2022,60987,Impossible Meatball Bowl,V,14,5
1759,DEX,KOX,9/16/2022,57751,Grilled chicken,C,6,0
347,ORX,SNX,9/19/2022,58563,Tomato and kale baked egg,E,1,0
2045,MIX,EWX,9/21/2022,60987,Impossible Meatball Bowl,V,6,0
2272,ANX,ORX,9/21/2022,60987,Impossible Meatball Bowl,V,8,0
1780,EWX,RSX,9/2/2022,58764,Mediterranean Falafel Bowl,V,1,1
2625,LGX,DEX,9/5/2022,58981,Scrambled eggs,O,8,0
594,DEX,IAX,9/8/2022,60987,Impossible Meatball Bowl,V,7,6
1800,MIX,EWX,9/10/2022,58981,Scrambled eggs,O,8,7
1730,DEX,EWX,9/11/2022,60983,Zatar chicken,C,9,0
1556,IAX,SEX,9/13/2022,58981,Scrambled eggs,O,11,10
381,ORX,PDX,9/13/2022,61360,Brioche cheeseburger,B,5,0
1958,PHX,IAX,9/3/2022,58574,Belgium waffle,WF,6,0
394,BWX,DEX,9/4/2022,60987,Impossible Meatball Bowl,V,6,2
1477,DEX,EUX,9/4/2022,61360,Brioche cheeseburger,B,1,0
2673,DEX,MSX,9/1/2022,58764,Mediterranean Falafel Bowl,FB,1,0
2650,ORX,LAX,9/4/2022,61360,Brioche cheeseburger,B,2,0
517,LAX,JFX,9/4/2022,53014,Thai chicken,C,9,0
2433,DEX,GRX,9/6/2022,58764,Mediterranean Falafel Bowl,V,2,0
2097,EWX,MCX,9/6/2022,58766,Gingerbread French Toast,FT,2,0
1722,SFX,KOX,9/3/2022,58272,Horchata steel cut oatmeal,OM,4,0
514,DEX,PHX,9/4/2022,58019,Belgium waffle,WF,6,0
1289,OGX,SFX,9/5/2022,60458,Crispy Hawaiian garlic tofu,V,6,0
1568,MEX,IAX,9/6/2022,58106,Savory breakfast entree,BR,5,0
1568,MEX,IAX,9/1/2022,58105,Protein egg entree,O,7,2
2602,DEX,RSX,9/8/2022,58981,Scrambled eggs,O,10,7
1856,IAX,FLX,9/8/2022,60549,Vegetarian chili and polenta cake,V,1,0
1946,MSX,DEX,9/11/2022,60983,Zatar chicken,C,10,10
331,LAX,ORX,9/15/2022,60987,Impossible Meatball Bowl,V,5,0
673,DEX,IAX,9/20/2022,60983,Zatar chicken,C,11,9
2446,ORX,PHX,9/22/2022,58766,Gingerbread French Toast,FT,1,0
684,DEX,SFX,9/22/2022,61360,Brioche cheeseburger,B,4,4
1195,ORX,SEX,9/29/2022,58981,Scrambled eggs,O,11,11
2162,ORX,IAX,9/29/2022,60983,Zatar chicken,C,17,0
1709,DEX,PVX,9/1/2022,58574,Belgium waffle,WF,6,0
1500,EWX,LAX,9/18/2022,56449,Kosher Meal,KS,2,0
1631,SEX,DEX,9/18/2022,60987,Impossible Meatball Bowl,V,8,0
1904,GUX,IAX,9/21/2022,58110,Vegetarian entree,V,6,2
1591,EWX,IAX,9/28/2022,61360,Brioche cheeseburger,B,6,3
1865,DEX,IAX,9/29/2022,58019,Belgium waffle,WF,16,8
719,MEX,SFX,9/30/2022,58106,Savory breakfast entree,BR,5,0
376,FAX,DEX,9/30/2022,61529,Zatar chicken,C,7,7
1212,DEX,PIX,9/3/2022,60983,Zatar chicken,C,20,8
605,DEX,SYX,9/4/2022,58574,Belgium waffle,WF,5,0
721,DEX,YYX,9/6/2022,61529,Zatar chicken,C,4,3
1962,LAX,IAX,9/7/2022,60983,Zatar chicken,C,24,11
2088,DEX,IAX,9/11/2022,60987,Impossible Meatball Bowl,V,11,0
2415,DEX,SBX,9/19/2022,61360,Brioche cheeseburger,B,3,0
2018,IAX,BOX,9/20/2022,58574,Belgium waffle,WF,5,4
1500,EWX,LAX,9/20/2022,56449,Kosher Meal,KS,1,1
2490,ORX,IAX,9/20/2022,58981,Scrambled eggs,O,10,10
623,LAX,ORX,9/21/2022,58272,Horchata steel cut oatmeal,OM,6,0
712,EWX,FLX,9/3/2022,61360,Brioche cheeseburger,B,1,0
1974,EWX,IAX,9/5/2022,61360,Brioche cheeseburger,B,5,0
245,PVX,LAX,9/11/2022,61530,Impossible Meatball Bowl,V,5,1
1680,SFX,CUX,9/15/2022,58272,Horchata steel cut oatmeal,OM,1,0
2665,ORX,SMX,9/18/2022,61360,Brioche cheeseburger,B,1,0
325,AUX,EWX,9/20/2022,60983,Zatar chicken,C,12,7
371,EWX,LAX,9/21/2022,61360,Brioche cheeseburger,B,1,0
1918,DEX,LIX,9/3/2022,60987,Impossible Meatball Bowl,V,12,10
2081,LGX,IAX,9/4/2022,61529,Zatar chicken,C,7,3
2453,EWX,STX,9/8/2022,58019,Belgium waffle,WF,7,6
1746,SFX,IAX,9/9/2022,60983,Zatar chicken,C,17,0
497,DEX,MSX,9/19/2022,60983,Zatar chicken,C,7,7
1477,DEX,RIX,9/29/2022,58272,Horchata steel cut oatmeal,OM,1,0
2116,DEX,RNX,9/19/2022,60987,Impossible Meatball Bowl,V,7,0
335,EWX,DFX,9/21/2022,60987,Impossible Meatball Bowl,V,4,3
1177,PBX,EWX,9/22/2022,58981,Scrambled eggs,O,10,7
576,EWX,MSX,9/23/2022,58563,Tomato and kale baked egg,E,3,0
2475,ORX,DEX,9/27/2022,58563,Tomato and kale baked egg,E,3,0
2288,ORX,SMX,9/29/2022,58563,Tomato and kale baked eggwhite pastry with fire ro,E,7,0
1422,SEX,DEX,9/1/2022,61524,Scrambled eggs,O,6,6
2215,LAX,EWX,9/1/2022,53162,Vegetarian entree,VG,1,1
1743,IAX,SFX,9/4/2022,58764,Mediterranean Falafel Bowl,V,3,0
1740,DEX,SAX,9/5/2022,58764,Mediterranean Falafel Bowl,V,2,0
1030,LAX,DEX,9/6/2022,58019,Belgium waffle,WF,10,0
1663,ORX,LAX,9/10/2022,60549,Vegetarian chili and polenta cake,V,3,3
2433,DEX,GRX,9/11/2022,60987,Impossible Meatball Bowl,V,7,5
2608,IAX,RSX,9/2/2022,58981,Scrambled eggs,O,5,5
534,TPX,EWX,9/6/2022,58981,Scrambled eggs,O,8,8
1674,IAX,DEX,9/2/2022,60983,Zatar chicken,C,9,4
2663,ORX,DEX,9/4/2022,58764,Mediterranean Falafel Bowl,V,3,3
443,DEX,LGX,9/5/2022,61360,Brioche cheeseburger,B,2,0
772,DEX,BNX,9/11/2022,58764,Mediterranean Falafel Bowl,V,1,0
590,DEX,EUX,9/12/2022,60549,Vegetarian chili and polenta cake,V,1,0
1472,EWX,SDX,9/13/2022,60987,Impossible Meatball Bowl,V,8,6
1259,DEX,ONX,9/13/2022,60987,Impossible Meatball Bowl,V,7,6
2360,MCX,EWX,9/15/2022,60987,Impossible Meatball Bowl,V,8,8
529,ORX,SFX,9/17/2022,60983,Zatar chicken,C,19,0
2351,SAX,ORX,9/19/2022,61524,Scrambled eggs,O,6,6
1460,POX,IAX,9/22/2022,58109,Chicken breast entree,C,10,0
1856,IAX,FLX,9/24/2022,61360,Brioche cheeseburger,B,3,3
2480,ORX,LAX,9/29/2022,60987,Impossible Meatball Bowl,V,3,4
632,IAX,BWX,9/30/2022,58981,Scrambled eggs,O,14,0
1270,ORX,TPX,9/30/2022,60987,Impossible Meatball Bowl,V,8,0
644,SFX,BWX,9/5/2022,61360,Brioche cheeseburger,B,2,0
1155,IAX,CUX,9/12/2022,58981,Scrambled eggs,O,10,10
1888,DEX,BDX,9/20/2022,61360,Brioche cheeseburger,B,4,0
2498,SEX,ORX,9/20/2022,60987,Impossible Meatball Bowl,V,8,3
1165,MSX,IAX,9/22/2022,58019,Belgium waffle,WF,10,6
2289,ORX,IAX,9/22/2022,58563,Tomato and kale baked egg,E,4,0
1916,IAX,LGX,9/25/2022,58019,Belgium waffle,WF,2,2
1125,IAX,MIX,9/5/2022,60983,Zatar chicken,C,8,6
1213,SFX,PVX,9/13/2022,58563,Tomato and kale baked egg,E,1,0
653,BWX,IAX,9/15/2022,60983,Zatar chicken,C,12,12
1189,RDX,DEX,9/22/2022,58090,Classic selection cheese tray,O,12,0
1442,IAX,SAX,9/22/2022,58981,Scrambled eggs,O,7,0
2240,DEX,SFX,9/22/2022,60987,Impossible Meatball Bowl,V,7,0
1599,PWX,ORX,9/24/2022,61529,Zatar chicken,C,7,7
281,DEX,ANX,9/12/2022,60983,Zatar chicken,C,10,0
1618,LAX,ORX,9/16/2022,60987,Impossible Meatball Bowl,V,7,6
506,SFX,IAX,9/16/2022,60987,Impossible Meatball Bowl,V,7,1
1636,LAX,IAX,9/20/2022,60987,Impossible Meatball Bowl,V,4,4
1546,DEX,LGX,9/21/2022,61524,Scrambled eggs,O,6,0
651,IAX,RSX,9/23/2022,58019,Belgium waffle,WF,4,0
633,IAX,LAX,9/4/2022,61360,Brioche cheeseburger,B,1,0
784,LAX,IAX,9/4/2022,58764,Mediterranean Falafel Bowl,V,3,0
1661,IAX,SAX,9/7/2022,58272,Horchata steel cut oatmeal,OM,2,0
2142,DEX,RNX,9/8/2022,58764,Mediterranean Falafel Bowl,V,1,0
2111,ORX,SMX,9/11/2022,60983,Zatar chicken,C,10,0
1452,DEX,MCX,9/14/2022,58766,Gingerbread French Toast,FT,1,0
216,BNX,DEX,9/15/2022,58090,Classic selection cheese tray,O,12,9
675,EWX,SEX,9/15/2022,61529,Zatar chicken,C,7,7
517,LAX,JFX,9/19/2022,53014,Thai chicken,C,11,3
2270,DEX,RDX,9/20/2022,58019,Belgium waffle,WF,7,0
1228,LAX,LIX,9/10/2022,60458,Crispy Hawaiian garlic tofu,V,3,3
378,RIX,DEX,9/21/2022,61530,Impossible Meatball Bowl,V,5,5
2264,PVX,IAX,9/24/2022,61529,Zatar chicken,C,7,0
2106,ORX,LAX,9/25/2022,58019,Belgium waffle,WF,7,0
2115,SFX,PIX,9/8/2022,61530,Impossible Meatball Bowl,V,4,0
6356,IAX,SAX,9/9/2022,60985,Zatar chicken,C,7,0
2297,IAX,FLX,9/9/2022,60983,Zatar chicken,C,6,4
2672,IAX,SAX,9/27/2022,61524,Scrambled eggs,O,6,6
545,DEX,SMX,9/24/2022,61360,Brioche cheeseburger,B,5,5
1560,EWX,SAX,9/26/2022,58981,Scrambled eggs,O,6,5
2289,ORX,IAX,9/28/2022,58272,Horchata steel cut oatmeal,OM,2,1
1928,SFX,ORX,9/30/2022,58272,Horchata steel cut oatmeal,OM,1,0
2381,ORX,DEX,9/30/2022,58019,Belgium waffle,WF,8,0
2403,LGX,DEX,9/14/2022,60983,Zatar chicken,C,10,0
2487,TPX,ORX,9/15/2022,58019,Belgium waffle,WF,8,0
1669,IAX,CLX,9/21/2022,61360,Brioche cheeseburger,B,3,0
152,GUX,KIX,9/25/2022,55785,Mushroom omelette,E,11,6
6340,SLX,IAX,9/27/2022,57994,Classic selection cheese tray,O,12,9
1900,IAX,ORX,9/30/2022,61360,Brioche cheeseburger,B,2,2
1601,ORX,LAX,9/8/2022,60983,Zatar chicken,C,10,-3
1452,DEX,MCX,9/9/2022,58981,Scrambled eggs,O,10,10
472,IAX,IAX,9/13/2022,61524,Scrambled eggs,O,5,0
