flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group
2282,CVX,IAX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,"The chicken had a good flavor and the portion size was adequate, but it was very tough and hard to eat. This could have been a fluke as I have never had that issue before.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,A319-100,Mainline,member
4975,LRX,IAX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,There was no service of food or beverages. They served nothing!.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-145,Express,member
251,ABX,DEX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,No one flys for food and beverage.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,A320-200,Mainline,member
4771,FAX,LAX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,Nothing was served.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member
417,ORX,MXX,2022-09-25,Delayed,Early & Ontime,Atlantic,The choices were chicken and quinoa or vegetables. The taste was not satisfactory.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member
2488,DEX,BUX,2022-09-25,Early & Ontime,Delayed,Domestic,Really liked the ability to pre-order.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,A319-100,Mainline,member
6157,ATX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,"It would be nice to have the whole can of soda or juice, plus pretzels or cookies.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member
1168,SAX,IAX,2022-09-26,Delayed,Early & Ontime,Domestic,For me simplify the product with spices and garnishes as sides so the product is simplified.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-900,Mainline,member
5367,DEX,FAX,2022-09-24,Delayed,Early & Ontime,Domestic,No. As expected from previous flights.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member
1276,SEX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,"On my return flight, the flight attendants were not checking all passengers to see if they wanted to purchase in flight snacks. I wanted to make a purchase. the crew was gone before I could flag them down.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
2339,IAX,ORX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,No snacks.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member
64,GRX,IAX,2022-09-26,Delayed,Early & Ontime,Latin,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member
3478,EWX,SAX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,No chips or any type of food offered for first class.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,ERJ-175,Express,member
3895,SAX,IAX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,I have seen the same items offered forany years. It would be good to introduce variety.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,CRJ-200,Express,member
363,HNX,EWX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,I do not know if you meant by dessert the pineapple with the dinner. No other dessert was offered. I would have enjoyed a cookie along with the drink before we landed.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-400,Mainline,member
476,DEX,IAX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,Should give people a whole can.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
753,IAX,DEX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,"No choice, just got handed pretzels.",0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
292,IAX,SMX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,Would love to see a Sauvignon blanc on the wine list.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member
1056,DEX,DSX,2022-09-27,Delayed,Delayed,Domestic,Your airlines refusal to accept credit card payment for drinks is ridiculous.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
2615,LAX,EWX,2022-09-26,Delayed,Early & Ontime,Domestic,Butternut squash ravioli was disappointing because it was cheese ravioli with a few pieces of butternut squash tossed on top. Not the same thing. Cheesecake is bad and fattening and no other option.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B787-10,Mainline,member
2075,IAX,DEX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,More selection of beverages.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
3864,ORX,CRX,2022-09-27,Early & Ontime,Delayed,Domestic,Coffee luke warm.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member
847,SCX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Latin,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B767-300,Mainline,member
1946,MSX,DEX,2022-09-22,Delayed,Early & Ontime,Domestic,Nope. I’ m happy.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-800,Mainline,member
5290,ORX,GRX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member
5608,ORX,TVX,2022-09-28,Delayed,Delayed,Domestic,Comment is the lack of quality food options in ORD.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member
575,LAX,SFX,2022-09-28,Delayed,Delayed,Domestic,A snack would be good.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
1846,DEX,PHX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,I am used to flying Hawaiian airlines and they give you a free meal— would be nice to get a complementary snack or meal….,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
5967,SFX,ACX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,There was no food or beverage service provided.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member
2038,EWX,ATX,2022-09-28,Early & Ontime,Delayed,Domestic,No snacks were even offered.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
397,HNX,SFX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,too little.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member
1637,HNX,LAX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,Satisfactory.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B757-300,Mainline,member
2453,EWX,STX,2022-09-27,Early & Ontime,Early & Ontime,Latin,Long flight for only one little cookie.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
2453,EWX,STX,2022-09-27,Early & Ontime,Early & Ontime,Latin,Nothing.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
1845,IAX,IAX,2022-09-27,Early & Ontime,Delayed,Domestic,The snack boxes seem to have gone down in quality.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,A319-100,Mainline,member
2653,SFX,BOX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,"Hummus was old and separated, inedible.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member
2631,SFX,PHX,2022-09-27,Early & Ontime,Delayed,Domestic,The description of the chicken dish did not indicate that it would be so very spicy. The roll was fine - would have appreciated more butter. The fresh fruit was very good as was the little muffin. I was disappointed that there was NOTHING in the morning.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member
1619,CLX,IAX,2022-09-28,Delayed,Early & Ontime,Domestic,Thanks for the fruit and roll from the tray along with the snack box. It would be nice to have more than one white wine choice.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-700,Mainline,member
762,MUX,DEX,2022-09-29,Delayed,Delayed,Atlantic,"Water should be offered in larger bottles and more frequently, by flight attendants actively offering water, not just breezing through the cabin.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-9,Mainline,non-member
1511,IAX,PHX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,Great meal and cocktails.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
2308,DEX,LIX,2022-09-29,Early & Ontime,Delayed,Domestic,It just was not good.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B757-200,Mainline,member
294,CLX,DEX,2022-09-29,Early & Ontime,Delayed,Domestic,"The flight attendant should put the cream in the coffee, or hand me a packet.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-MAX8,Mainline,member
963,EWX,BEX,2022-09-29,Early & Ontime,Early & Ontime,Atlantic,Would have been nice to have a beef option. Otherwise ok.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-400,Mainline,non-member
6,IAX,LHX,2022-09-29,Delayed,Delayed,Atlantic,I said n/a on the beverages because I did not enjoy the beer but that was my own fault for ordering beer.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B787-9,Mainline,member
5,LHX,IAX,2022-09-30,Delayed,Delayed,Atlantic,Piri piri chicken was tasty.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-9,Mainline,non-member
5967,SFX,ACX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,no.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,CRJ-200,Express,member
1252,IAX,SAX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,Provide different sections every quarter (3 months).,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-800,Mainline,member
468,SFX,EWX,2022-09-30,Delayed,Early & Ontime,Domestic,Do not put the red wine on the fridge please.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-300,Mainline,non-member
2254,RDX,IAX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,None served.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-700,Mainline,non-member
582,INX,ORX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,"Even though it was a short flight. I was flying in first class seat and only received water before the flight started. No turbulence, calm flight conditions yet not services. same happened to me on a longer flight from ORD to DSM, on this day. expected more service that did not happen.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-800,Mainline,member
3757,IAX,CLX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,They served good and healthy food.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member
2,SFX,SIX,2022-09-01,Delayed,Delayed,Pacific,"The snack, could be more healty, less carbs and more protein or.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member
2416,RNX,DEX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,Think it is crazy to give out cookies on 5:30 am flight.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member
2624,SFX,OGX,2022-09-01,Early & Ontime,Delayed,Domestic,I would have liked to purchase food but was never offered anything during the 6 hr flight.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-MAX9,Mainline,member
653,BWX,IAX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,"As we all know, Champagne is the name designated -and controlled by the producing locality, to the sparkling wine from the region of Champagne, France. If you are offering prosecco from Italy or cava from Spain, it should be noted. The FA kept offering champagne up and down the aisle and when I asked her which brand it was, she just shrugged and kept on her way.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-900,Mainline,member
2011,LAX,ORX,2022-09-01,Delayed,Early & Ontime,Domestic,no.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
3824,ORX,FNX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,"There was no food. That is ok, I just can not rate it.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member
674,MCX,IAX,2022-09-02,Early & Ontime,Delayed,Domestic,Irish there were more hot food options.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member
2407,ORX,LAX,2022-09-01,Delayed,Delayed,Domestic,"About 4hours are not good without food and beverage, I needed more drinks and snacks. That’ll be fine if I got more.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member
84,DEX,EWX,2022-09-02,Early & Ontime,Delayed,Atlantic,Overall for a business class meal I think what you offered is lacking.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B787-9,Mainline,member
53,IAX,ZRX,2022-09-02,Early & Ontime,Early & Ontime,Atlantic,Probably the best airline food I ever tasted.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-300,Mainline,member
311,BWX,SFX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,I appreciated the variety of items in a single snack box!.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-800,Mainline,member
999,BRX,EWX,2022-09-03,Early & Ontime,Delayed,Atlantic,"I thought that my wife would get a vegetarian meal, since we listed that as her preference, but she did not.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-300,Mainline,non-member
517,SEX,LAX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,"I only took the complementary snacks, and they were decent, especially the juice was quite enjoyable.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member
931,SFX,LHX,2022-09-03,Delayed,Delayed,Atlantic,plant milk would have been good.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member
885,IAX,FCX,2022-09-03,Delayed,Delayed,Atlantic,Bring back the real hot fudge sundae.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B787-8,Mainline,member
2263,LAX,SFX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,Economy was served before 1st class. I barely had time to finish my coffee prior to landing.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member
2101,LGX,ORX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,why why why why why are snack boxes available in the economy cabin ... (and are given free of charge to global services members in economy) ... but passengers in the first class cabin get pretzels or a stroopwafel. and that is IT. i fail to understand the logic. it is really upside down world.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,A320-200,Mainline,member
367,DEX,AUX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,I think only using contactless payment is very confusing for most passengers.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member
2483,SFX,HNX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,"I was THRILLED with the idea of pre-ordering my meal!!. This made it such a convenient way to plan for dinner, so I was looking forward to my selection!. PLEASE continue this PRE-ORDER program and PLEASE have vegetarian options like the TOFU and Cauliflower selection. IT WAS THE BEST MEAL I have had in a long time.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-800,Mainline,member
792,BZX,ORX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,"My first class flight attendant that served my lunch was not very friendly. She never smiled or wanted to talk when I ask her questions, was actually cold and rude.",70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
5732,SMX,SFX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,Good food.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member
1225,LAX,HNX,2022-09-04,Early & Ontime,Delayed,Domestic,no.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B777-200,Mainline,member
225,EWX,PDX,2022-09-04,Delayed,Delayed,Domestic,"The pretzels are very, very dry.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-700,Mainline,member
2121,SEX,EWX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,"No, it was pretty basic but was fine.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX8,Mainline,member
253,HNX,IAX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,Great service.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member
80,EWX,NRX,2022-09-05,Delayed,Early & Ontime,Pacific,I did have a non-vegetarian meal as well. That was excellent.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member
80,EWX,NRX,2022-09-05,Delayed,Early & Ontime,Pacific,The main meal should have an appetizer.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member
344,ATX,IAX,2022-09-05,Delayed,Early & Ontime,Domestic,"there were no snacks offered, though they did give a full can of soda.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member
479,SAX,ORX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,"I am sure there is a reason since all flights do it, but I hate that the drinks are warm, then poured over ice. We end up with watered down, still warm soda. However, on a short domestic flight, anything is appreciated!.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member
5995,ORX,ASX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,They offer some sort of a sandwich- people are always hungry. snakes are just not enough.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,CRJ-700,Express,member
5524,ORX,ABX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,We were not offered any food at all.<☹️>.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member
220,ORX,HNX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,Was expecting meal/snack on long flight to Austin.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-10,Mainline,non-member
220,ORX,HNX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,I was disappointed that we were only offered breakfast service. Lunch entrees were expected.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B787-10,Mainline,member
54,ZRX,IAX,2022-09-06,Early & Ontime,Delayed,Atlantic,Had requested Asian vegetarian meals. Food quality was very poor.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B767-300,Mainline,member
1890,SFX,INX,2022-09-06,Delayed,Early & Ontime,Domestic,No.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member
5261,SFX,SNX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,None.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-700,Express,non-member
92,TLX,EWX,2022-09-06,Early & Ontime,Early & Ontime,Atlantic,Fish too salty;. breakfast was partly frozen with stale bagel.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B787-10,Mainline,member
6084,DSX,IAX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,It would have been nice to have additional choices. Our only choice was a cheese tray.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,ERJ-175,Express,member
656,DEX,LAX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,Could have had a small snack like a packet of pretzels with the water.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
208,IAX,BOX,2022-09-06,Early & Ontime,Early & Ontime,Latin,More options.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-700,Mainline,non-member
208,IAX,BOX,2022-09-06,Early & Ontime,Early & Ontime,Latin,Sandwich was OK. Wine was good.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-700,Mainline,member
2043,PHX,ORX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
942,LHX,EWX,2022-09-06,Early & Ontime,Delayed,Atlantic,The food on the plane is like a TV dinner. It lacks flavor and choices for a vegetarian are very limited. Austrian airline has actual restaurant quality food. I had a delicious piece of salmon with potatoes on that business class flight.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member
1694,ORX,BWX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,I know it is a short flight. surely you can provide a modest snack in first class.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,A320-200,Mainline,member
1694,ORX,BWX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,enjoyed the mimosa during boarding.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member
3020,ORX,AMX,2022-09-07,Delayed,Delayed,Atlantic,"see general comment: view options, mediocre quality food, poor quality wine and branded spirits, no cocktails, no true multiple course meal experience, bring back ice cream cart. (all as compared to other airlines, eg KLM, Air France, LH).",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B787-10,Mainline,member
1756,EWX,IAX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member
1898,LAX,ORX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX9,Mainline,member
3742,TYX,ORX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,I could have use a chip or cookie or a bit of something.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member
1632,ORX,IAX,2022-09-07,Early & Ontime,Delayed,Domestic,Preferred Milk-none available. Preferred mustard/ketchup with burger-none avail.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B757-300,Mainline,member
287,CLX,DEX,2022-09-07,Early & Ontime,Delayed,Domestic,"As said previously the 2 meal choices as shown in the Email pictures looked awful. So I went with the Snack Box, not worth it in 1st class.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-800,Mainline,member
2141,MIX,IAX,2022-09-07,Delayed,Early & Ontime,Domestic,I like to see some food if the flight is over 3 hour.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
2042,SFX,SAX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,Nothing else.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member
2042,SFX,SAX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,No snacks.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A319-100,Mainline,member
5565,MEX,DEX,2022-09-08,Delayed,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member
751,YYX,IAX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,"After turbulence, offer wet wipes to clean up spilled beverages.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
931,SFX,LHX,2022-09-08,Early & Ontime,Early & Ontime,Atlantic,Please have a no food option. I never eat on the plane. hate wasted food.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member
21,IAX,AMX,2022-09-08,Early & Ontime,Early & Ontime,Atlantic,Option was chicken or vegetarian. Food was lukewarm and had little meat. Mostly cold quinoa.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B777-200,Mainline,member
596,AUX,DEX,2022-09-03,Delayed,Early & Ontime,Domestic,no.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member
1545,DEX,MSX,2022-09-09,Delayed,Delayed,Domestic,Excelente.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member
794,RNX,DEX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,"I have received emails offering to let me choose my meal in advance for several flights. So far, this has been a waste of time. My meal has been cancelled, not received. only one option is given. System seems to need some help.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-800,Mainline,member
970,AMX,SFX,2022-09-09,Delayed,Delayed,Atlantic,Please have a beverage menu to see wine options in business class.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B787-9,Mainline,member
1477,DEX,RIX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,Maybe a third choice of snack.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member
2284,SNX,IAX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,Bring back tequila and Tito's vodka as options Also the takeoff box no longer comes with something to spread the cheese and jam.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-700,Mainline,member
1061,IAX,MEX,2022-09-08,Early & Ontime,Early & Ontime,Latin,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member
